p_fact_checkers,Trial 1,Trial 2,Trial 3,Mean Polarization
0.0,0.3221529501169989,0.3426819296589248,0.3229597671809419,0.3292648823189552
0.05,0.31204215044100525,0.32647339528321917,0.34997467861492215,0.3294967414463822
0.1,0.31005477454608366,0.30825282132927495,0.3426266169020718,0.32031140425914345
0.15,0.2879924859039642,0.31526067128567703,0.31853728926328456,0.30726348215097526
0.2,0.28711927707684315,0.30322967518343147,0.31787139072707593,0.30274011432911685
